"first_name","last_name","full_name","title","company_name","company_domain","linkedin_url","email (if found)","seniority","source (blitz/clay/both)"
"Neel","Bhide","Neel Bhide","Founder & CEO","Nvirse | Marketing Execution Intelligence Platform","nvirse.com","https://www.linkedin.com/in/neelbhide","","CXO","blitz"
"Glen","Day","Glen Day","CEO","NVISIONx","nvisionx.ai","https://www.linkedin.com/in/glenday-nvisionx","","CXO","blitz"
"Manoj","Bubna","Manoj Bubna","CEO","Nvizion Solutions","nviz.com","https://www.linkedin.com/in/manojbubna","","CXO","blitz"
"Sam","Myers","Sam Myers","Co-Founder, Owner","NW Wine Shuttle","nwwineshuttle.com","https://www.linkedin.com/in/sammyers","","CXO","blitz"
"Jen(Jaiwon)","Rhi","Jen(Jaiwon) Rhi","Founder & CEO","NXN Labs","nxn.ai","https://www.linkedin.com/in/j1rhi","","CXO","blitz"
"Michael","Biggerstaff","Michael Biggerstaff","Owner/CEO","Nxtbook Media","nxtbookmedia.com","https://www.linkedin.com/in/mbigg","","CXO","blitz"
"David","Fortune","David Fortune","CEO","Nymi","nymi.com","https://www.linkedin.com/in/dafortune","","CXO","blitz"
"Michelle","Wu","Michelle Wu","Cofounder & CEO (we are hiring!!!)","NyquistAI","nyquistai.com","https://www.linkedin.com/in/michelle-wu-nyquistai","","CXO","blitz"
"Nicole","Farrar","Nicole Farrar","Co-CEO","o1Labs","o1labs.org","https://www.linkedin.com/in/nicolefarrar","","CXO","blitz"
"Justin","Reid","Justin Reid","Chief Revenue Officer (CRO)","O3 Solutions","o3.solutions","https://www.linkedin.com/in/mrjustinreid","","CXO","blitz"
"Keith","Scandone","Keith Scandone","Co-Founder/ CEO","O3","o3world.com","https://www.linkedin.com/in/keith-scandone","","CXO","blitz"
"Ajay","Sood","Ajay Sood","Founder / Director","Oak Engage","oak.com","https://www.linkedin.com/in/ajay-sood-b126174","","CXO","blitz"
"Shashi","Raghunandan","Shashi Raghunandan","Founder, CEO","Oaken","oaken.ag","https://www.linkedin.com/in/shashiraghunandan","","CXO","blitz"
"Thomas","Korbecki","Thomas Korbecki","Founder","oAppsNET, Specialists in ERP Transformation","oappsnet.com","https://www.linkedin.com/in/oappsnet","","CXO","blitz"
"Brian","Derrick","Brian Derrick","Founder","Oath","oath.vote","https://www.linkedin.com/in/bderrick","","CXO","blitz"
"Taylor","Ourada","Taylor Ourada","Co-founder & COO","Oath","oath.vote","https://www.linkedin.com/in/taylorourada","","CXO","blitz"
"Sam","Barbee","Sam Barbee","Fractional CRO","Obbi Club","obbi.golf","https://www.linkedin.com/in/sambarbee","","CXO","blitz"
"Ben","Pham","Ben Pham","Co-Founder","Obello","obello.com","https://www.linkedin.com/in/benpham1","","CXO","blitz"
"Ollie","Ralph","Ollie Ralph","Co-Founder","Obello","obello.com","https://www.linkedin.com/in/ollie-ralph-0285652","","CXO","blitz"
"Marty","Schultz","Marty Schultz","President and Co-Founder","ObjectiveEd","objectiveed.com","https://www.linkedin.com/in/-marty-schultz-","","CXO","blitz"
"Ken","Horner","Ken Horner","Board Member, CRO","ObjectiveEd","objectiveed.com","https://www.linkedin.com/in/kenhorner","","CXO","blitz"
"Dr. Ulrich","Lang, CEO","Dr. Ulrich Lang, CEO","Founder & CEO","ObjectSecurity","objectsecurity.com","https://www.linkedin.com/in/ulrichlang","","CXO","blitz"
"Peter","Holst","Peter Holst","Chairman & CEO Oblong, Inc.","Oblong Inc.","oblong.com","https://www.linkedin.com/in/peter-holst-b3018611","","CXO","blitz"
"David","Herzog","David Herzog","Founder, Head of Product","Oboe","oboeapp.com","https://www.linkedin.com/in/davidmherzog","","CXO","blitz"
"Sarra","Achouri","Sarra Achouri","Co-Founder | Chief Delivery Officer","Obrizum","obrizum.com","https://www.linkedin.com/in/sarra-achouri-89350812","","CXO","blitz"
"Swapnil","Jain","Swapnil Jain","Co-Founder and CEO","Observe.AI","observe.ai","https://www.linkedin.com/in/voiceaiagent","","CXO","blitz"
"Irina","Seals","Irina Seals","VP of Enterprise Sales (Acquired by Snowflake)","Observe, Inc.","observeinc.com","https://www.linkedin.com/in/irina-seals","","VP","blitz"
"Gurjeet","A.","Gurjeet A.","Co-Founder & CEO","Observo AI – a SentinelOne Company","observo.ai","https://www.linkedin.com/in/gurjeetarora","","CXO","blitz"
"Steph","Ango","Steph Ango","CEO","Obsidian","obsidian.md","https://www.linkedin.com/in/stephango","","CXO","blitz"
"Shaun","Siler","Shaun Siler","Chief Revenue Officer","Ocean.io","ocean.io","https://www.linkedin.com/in/siler","","CXO","blitz"
"Jack","Pan","Jack Pan","CEO & Lead Oceanographer","Ocean Motion Technologies","oceanmotion.tech","https://www.linkedin.com/in/byjpan","","CXO","blitz"
"Chris","Gladwin","Chris Gladwin","Founder and Executive Chairman","Ocient","ocient.com","https://www.linkedin.com/in/chris-gladwin-7ba42b","","CXO","blitz"
"Joe","Jablonski","Joe Jablonski","Co-Founder, Chief Solutions Officer","Ocient","ocient.com","https://www.linkedin.com/in/joejablonski","","CXO","blitz"
"Kumar","Abhijeet","Kumar Abhijeet","Co-Founder & Chief Revenue Officer (CRO)","Ocient","ocient.com","https://www.linkedin.com/in/kuabhijeet","","CXO","blitz"
"Jesus Manuel","Olivas","Jesus Manuel Olivas","Co-Founder","Octahedroid","octahedroid.com","https://www.linkedin.com/in/jmolivas","","CXO","blitz"
"George","Hancock","George Hancock","CGO & Co-founder","OctaiPipe","octaipipe.ai","https://www.linkedin.com/in/georgehancock","","CXO","blitz"
"Ofri","Ben-Porat","Ofri Ben-Porat","Chief Revenue Officer (CRO)","OctaiPipe","octaipipe.ai","https://www.linkedin.com/in/ofribenporat","","CXO","blitz"
"Jason","Guss","Jason Guss","CEO","Octane®","octane.co","https://www.linkedin.com/in/jaguss","","CXO","blitz"
"Mark","Davidson","Mark Davidson","Co-Founder & Chief Revenue Officer","Octane®","octane.co","https://www.linkedin.com/in/markjustindavidson","","CXO","blitz"
"Mike","Bagull","Mike Bagull","VP, Sales & Partnerships","Octane®","octane.co","https://www.linkedin.com/in/mikebagull","","VP","blitz"
"Dan","Rosenberg","Dan Rosenberg","Founder & CEO","Octane11","octane11.com","https://www.linkedin.com/in/drosenberg","","CXO","blitz"
"Julian","Tempelsman","Julian Tempelsman","Co-Founder / CTO","Octave","octavehq.com","https://www.linkedin.com/in/julian-tempelsman","","CXO","blitz"
"Zach","Vidibor","Zach Vidibor","Co-founder & CEO","Octave","octavehq.com","https://www.linkedin.com/in/zachvidibor","","CXO","blitz"
"🐙 Marc","Mengler","🐙 Marc Mengler","Co-Founder & CEO","Octomind","octomind.dev","https://www.linkedin.com/in/marcmengler","","CXO","blitz"
"Thomas","M.","Thomas M.","CEO | Co-Founder","Ocula Technologies","ocula.tech","https://www.linkedin.com/in/tommckenna1","","CXO","blitz"
"Tom P.","Kotecki","Tom P. Kotecki","Co-founder and CEO","Oculo","oculo.ai","https://www.linkedin.com/in/tomkotecki","","CXO","blitz"
"John","Ruda","John Ruda","Promotion to VP of Sales","Oculo","oculo.ai","https://www.linkedin.com/in/johnruda1","","VP","blitz"
"Brian","Curry","Brian Curry","Founder","OCX Cognition","ocxcognition.com","https://www.linkedin.com/in/currybrian","","CXO","blitz"
"Richard","Owen","Richard Owen","Co-Founder","OCX Cognition","ocxcognition.com","https://www.linkedin.com/in/richard-owen-98ba3","","CXO","blitz"
"Matthew","Odom","Matthew Odom","Head of Growth","OCX Cognition","ocxcognition.com","https://www.linkedin.com/in/matthew-odom-05a1b41","","Director","blitz"
"Philip","Poulidis","Philip Poulidis","CEO and Co-Founder","ODAIA","odaia.ai","https://www.linkedin.com/in/ppoulidis","","CXO","blitz"
"Mert","Karakus","Mert Karakus","Co-Founder and CEO","Oda Studio","odaportal.com","https://www.linkedin.com/in/mert-karakus","","CXO","blitz"
"Saurabh","Mehra","Saurabh Mehra","Co-founder & Chief Product Officer, Oddr Inc","Oddr","oddr.com","https://www.linkedin.com/in/mehrasaurabh5","","CXO","blitz"
"Milan","Bobde","Milan Bobde","Co-founder and CEO","Oddr","oddr.com","https://www.linkedin.com/in/milanbobde","","CXO","blitz"
"Sashi","Edupuganti","Sashi Edupuganti","Founder and CEO","ODE Holdings, Inc","odeinfinity.com","https://www.linkedin.com/in/sashiedupuganti","","CXO","blitz"
"Gerry","Sengendo","Gerry Sengendo","VP of Sales","Odigos","odigos.io","https://www.linkedin.com/in/gerry-sengendo-b6829a9","","VP","blitz"
"Kranthi","Nutangi","Kranthi Nutangi","Co-Founder","Odiseus Software","odiseussoftware.com","https://www.linkedin.com/in/kranthi-nutangi","","CXO","blitz"
"Armaan","Mehta","Armaan Mehta","Co-Founder & CEO","Odore","odore.com","https://www.linkedin.com/in/armaan-mehta-9b5200a8","","CXO","blitz"
"Karan","Gupta","Karan Gupta","Co-Founder","Odore","odore.com","https://www.linkedin.com/in/karan-gupta","","CXO","blitz"
"Ryan","McCabe","Ryan McCabe","CEO","Odro","odro.co.uk","https://www.linkedin.com/in/rymccabe","","CXO","blitz"
"Steven","Goldfeder","Steven Goldfeder","Co-Founder & CEO","Offchain","offchainlabs.com","https://www.linkedin.com/in/sgoldfed","","CXO","blitz"
"Julia","Marino","Julia Marino","Founder","Offerwell","offerwell.com","https://www.linkedin.com/in/juliaelizabethmarino","","CXO","blitz"
"Tom","Schultz","Tom Schultz","Chief Revenue Officer (CRO)","Office Ally","officeally.com","https://www.linkedin.com/in/tomschultz","","CXO","blitz"
"Mark","Richards","Mark Richards","Chief Revenue Officer","Office Practicum","officepracticum.com","https://www.linkedin.com/in/markrichards14","","CXO","blitz"
"Yonatan","Rouache","Yonatan Rouache","Chief Revenue Officer (CRO)","OfficeSpace Software","officespacesoftware.com","https://www.linkedin.com/in/yrouache","","CXO","blitz"
"Vikas","Murali","Vikas Murali","CEO & Co-Founder","Offsight","offsight.com","https://www.linkedin.com/in/vikasmurali","","CXO","blitz"
"Wendy","J Greenland","Wendy J Greenland","CEO","Openforce","oforce.com","https://www.linkedin.com/in/wendygreenland","","CXO","blitz"
"Tom","Smart","Tom Smart","CRO","Openforce","oforce.com","https://www.linkedin.com/in/tomjsmart","","CXO","blitz"
"Sheila","Lirio Marcelo","Sheila Lirio Marcelo","Founder and CEO","Ohai.ai","ohai.ai","https://www.linkedin.com/in/sheilamarcelo","","CXO","blitz"
"Kyle","DuPont","Kyle DuPont","CEO/Founder","Ohalo","ohalo.co","https://www.linkedin.com/in/kyledupont","","CXO","blitz"
"Michelle","Randolph","Michelle Randolph","VP of Sales","Ohalo","ohalo.co","https://www.linkedin.com/in/michelle-randolph-30155a2","","VP","blitz"
"Doug","Mochrie","Doug Mochrie","Founder & CEO","OHANA™","ohanaoath.com","https://www.linkedin.com/in/dougmochrie","","CXO","blitz"
"Finn","O'Kelly","Finn O'Kelly","Founder & CEO","OhmNow","ohmnow.com","https://www.linkedin.com/in/finnokelly","","CXO","blitz"
"Alex","Scalisi","Alex Scalisi","VP of Sales","OhmNow","ohmnow.com","https://www.linkedin.com/in/ascalisi","","VP","blitz"
"Bob","Rogers","Bob Rogers","Co-founder and Chief Product and Technology Officer","Oii.ai","oii.ai","https://www.linkedin.com/in/bob-rogers-0a00441","","CXO","blitz"
"David","Evans","David Evans","Co-Founder/ COO and Head of Supply Chain Innovation","Oii.ai","oii.ai","https://www.linkedin.com/in/davidevans123","","CXO","blitz"
"Romel","Romero","Romel Romero","Founder","OJT Connect","ojtconnect.com","https://www.linkedin.com/in/romel-romero","","CXO","blitz"
"Ramiro","Berrelleza","Ramiro Berrelleza","Founder and CEO","Okteto","okteto.com","https://www.linkedin.com/in/ramiroberrelleza","","CXO","blitz"
"Ben","Congleton","Ben Congleton","CoFounder & CEO","Olark Accessible AI Chatbots","olark.com","https://www.linkedin.com/in/bencongleton","","CXO","blitz"
"Jagadeesh","Kunda","Jagadeesh Kunda","Co-Founder","Oleria","oleria.com","https://www.linkedin.com/in/jagadeesh-kunda","","CXO","blitz"
"Jim","Alkove","Jim Alkove","CEO and Co-Founder","Oleria","oleria.com","https://www.linkedin.com/in/jalkove","","CXO","blitz"
"Lazar","Radenovic","Lazar Radenovic","Co-Founder","Olin.ai","olin.ai","https://www.linkedin.com/in/lazar-radenovic-225a884","","CXO","blitz"
"Ben","Forrest","Ben Forrest","CEO","Olio","olio.health","https://www.linkedin.com/in/ben-forrest-8909906","","CXO","blitz"
"Nathan","Hayes","Nathan Hayes","Chief Revenue Officer","Olio","olio.health","https://www.linkedin.com/in/nathanthayes","","CXO","blitz"
"Chris","Heard","Chris Heard","CEO","Olive","olive.app","https://www.linkedin.com/in/heardchris","","CXO","blitz"
"David","Beaton","David Beaton","Founder and CEO","Olive Fintech","oliveltd.com","https://www.linkedin.com/in/davebeaton","","CXO","blitz"
"Gerald","Cole","Gerald Cole","CEO","Oliver Insurance Software","oliver.app","https://www.linkedin.com/in/geraldcole","","CXO","blitz"
"Madhu","Madhusudhanan","Madhu Madhusudhanan","Co-Founder & CTO","OLOID","oloid.ai","https://www.linkedin.com/in/mmadhusudhanan","","CXO","blitz"
"Mohit","Garg","Mohit Garg","CEO & Co-Founder","OLOID","oloid.ai","https://www.linkedin.com/in/mohitgarg","","CXO","blitz"
"Jon","Olsen, CFA, CPA, CGA","Jon Olsen, CFA, CPA, CGA","CEO and Founder","Olsen","olsenconsulting.ca","https://www.linkedin.com/in/jonathanolsen1","","CXO","blitz"
"Yuri","Pilipenko","Yuri Pilipenko","Founder & CEO","OLSOM","olsom.net","https://www.linkedin.com/in/yuripilipenko","","CXO","blitz"
"Emrah","Yalaz","Emrah Yalaz","Founder","Olympos","olymposhq.com","https://www.linkedin.com/in/emrahyalaz","","CXO","blitz"
"Michael","Cochran","Michael Cochran","Chief Revenue Officer","Omatic","omaticsoftware.com","https://www.linkedin.com/in/michael-s-cochran-sr8696","","CXO","blitz"
"Rudradeb","Mitra","Rudradeb Mitra","Founder, CEO, and Chairman of the Board","Omdena","omdena.com","https://www.linkedin.com/in/mitrar","","CXO","blitz"
"Alkhadher","Alqiari","Alkhadher Alqiari","Co-Founder","Ommni Inc.","ommni.io","https://www.linkedin.com/in/alkhadher-alqiari","","CXO","blitz"
"Ben","Freeman","Ben Freeman","Co-founder & CEO","Omnea","omnea.co","https://www.linkedin.com/in/ben-freeman-a8542166","","CXO","blitz"
"Sam","Hearn","Sam Hearn","Managing Director and Co-Founder","Omni Productions","omni-productions.co.uk","https://www.linkedin.com/in/samhearn","","CXO","blitz"
"Sunil S.","Rawat","Sunil S. Rawat","Co-Founder, CEO","Omniscience Corporation","omni.sc","https://www.linkedin.com/in/sunilrawat","","CXO","blitz"
"Boyd","Wilson","Boyd Wilson","CEO & CTO","Omnibond Systems LLC.","omnibond.com","https://www.linkedin.com/in/boydwilson","","CXO","blitz"
"Apurva","Bhansali","Apurva Bhansali","CEO","Softex Incorporated","omnidefend.com","https://www.linkedin.com/in/apurva-bhansali-005135","","CXO","blitz"
"Parag","Thakker","Parag Thakker","CEO | Problem Solver","OMNI","omnifederal.com","https://www.linkedin.com/in/paragt","","CXO","blitz"
"Brian","Pagels","Brian Pagels","Chief Revenue Officer (CRO)","Omnigo","omnigo.com","https://www.linkedin.com/in/brian-pagels-7b6a7937","","CXO","blitz"
"Paul","Smith","Paul Smith","VP of Sales and Customer Success","Omnilert","omnilert.com","https://www.linkedin.com/in/paul-smith-salesleader","","VP","blitz"
"Divan","Dave'","Divan Dave'","OmniMD - CEO","OmniMD","omnimd.com","https://www.linkedin.com/in/divan-dave-0b58ba3","","CXO","blitz"
"Drew","Jorgenson","Drew Jorgenson","Founder & CEO","OmniPlatform","omniplatform.com","https://www.linkedin.com/in/drewjorgenson","","CXO","blitz"
"Marin","Smiljanic","Marin Smiljanic","Co-Founder and CEO","Omnisearch","omnisearch.ai","https://www.linkedin.com/in/marin-smiljanic","","CXO","blitz"
"Kamal","Gupta","Kamal Gupta","Founder and CEO (YC W23)","Omnistrate","omnistrate.com","https://www.linkedin.com/in/kkgupta2","","CXO","blitz"
"Lou","Mohanty","Lou Mohanty","Founder & CEO","OmniThink AI","omnithink.ai","https://www.linkedin.com/in/loumohanty","","CXO","blitz"
"Nishant","Padhye","Nishant Padhye","Founder","omniXM","omnixm.com","https://www.linkedin.com/in/nishantpadhye","","CXO","blitz"
"Murat","Yılmaz","Murat Yılmaz","Founder & CEO","Omtera","omtera.com","https://www.linkedin.com/in/yilmazmurat","","CXO","blitz"
"John","Kinloch Cortés","John Kinloch Cortés","CEO and Founder","ON3 WORKS","on3works.com","https://www.linkedin.com/in/john-kinloch-cortes","","CXO","blitz"
"Matt","Sangar","Matt Sangar","Co-founder & CEO","oNabu","onabu.ai","https://www.linkedin.com/in/mattsangar","","CXO","blitz"
"Guha","Jayachandran","Guha Jayachandran","CEO","Onai","onai.com","https://www.linkedin.com/in/guhajayachandran","","CXO","blitz"
"Mary Alice","Moon","Mary Alice Moon","Head of Growth","Archipelago","onarchipelago.com","https://www.linkedin.com/in/mary-alice-moon-92351782","","Director","blitz"
"Mohammed","Abdoolcarim","Mohammed Abdoolcarim","Co-Founder, CEO","onBeacon","onbeacon.ai","https://www.linkedin.com/in/mscarim","","CXO","blitz"
"Murad","Akhter","Murad Akhter","Co-Founder & CTO","onBeacon","onbeacon.ai","https://www.linkedin.com/in/muradakhter","","CXO","blitz"
"Michael","Johnson","Michael Johnson","Co-Founder and CEO","Onboarded","onboarded.com","https://www.linkedin.com/in/michaelrobertjohnson","","CXO","blitz"
"Matt","Wu","Matt Wu","Co-founder, Chief Product Officer","Onboarded","onboarded.com","https://www.linkedin.com/in/wumatthew","","CXO","blitz"
"Akshay","Nanduri","Akshay Nanduri","CEO, Founder","Onc.AI","onc.ai","https://www.linkedin.com/in/akshaynanduri","","CXO","blitz"
"Ajith Govind","Satheesh","Ajith Govind Satheesh","Co-Founder & CEO","Cactus","oncactus.com","https://www.linkedin.com/in/ajith-govind","","CXO","blitz"
"Avinash","Joshi","Avinash Joshi","Co-Founder & CTO","Cactus","oncactus.com","https://www.linkedin.com/in/joshi-avinash","","CXO","blitz"
"Heidi","Hendrickson","Heidi Hendrickson","Co-CEO and President of Sales","ONCO","oncoinc.com","https://www.linkedin.com/in/heidi-hendrickson-a4133926","","CXO","blitz"
"Jim","Hendrickson","Jim Hendrickson","Co-CEO","ONCO","oncoinc.com","https://www.linkedin.com/in/jim-hendrickson-48a9a924","","CXO","blitz"
"Bob","Suh","Bob Suh","Founder and Chairman","OnCorps AI","oncorps.ai","https://www.linkedin.com/in/bobsuh","","CXO","blitz"
"Dan","Broomham","Dan Broomham","Chief Revenue Officer (CRO)","One Beyond","one-beyond.com","https://www.linkedin.com/in/danbroomham","","CXO","blitz"
"Zohar","Hod","Zohar Hod","Founder & CEO Creation Holdings","One Creation Corporation","one-creation.com","https://www.linkedin.com/in/zoharhod","","CXO","blitz"
"Fadwa","Mohanna","Fadwa Mohanna","CEO & Founder","One37 ID","one37id.com","https://www.linkedin.com/in/fadwamohanna","","CXO","blitz"
"Issa","Chini","Issa Chini","Chief Operating Officer / CRO","One37 ID","one37id.com","https://www.linkedin.com/in/issachini","","CXO","blitz"
"Emily","Kent","Emily Kent","Co-Founder","One Big Circle Ltd","onebigcircle.co.uk","https://www.linkedin.com/in/emily-kent-281b4991","","CXO","blitz"
"Grant","Demaree","Grant Demaree","CEO and co-founder","Onebrief","onebrief.com","https://www.linkedin.com/in/gkdemaree","","CXO","blitz"
"Jeff","Rule","Jeff Rule","Head of Growth, USMC","Onebrief","onebrief.com","https://www.linkedin.com/in/jeffreynrule","","Director","blitz"
"Jon","Lum","Jon Lum","Managing Director, Head of Growth, Global","Onebrief","onebrief.com","https://www.linkedin.com/in/jon-lum-22124654","","Director","blitz"
"Ahmad","Wani","Ahmad Wani","Chief Executive Officer and Co Founder","One Concern","oneconcern.com","https://www.linkedin.com/in/ahmadwani","","CXO","blitz"
"Nicole","Hu","Nicole Hu","Chief Technology Officer and Co Founder","One Concern","oneconcern.com","https://www.linkedin.com/in/nicolehu1c","","CXO","blitz"
"Janet","Heppner-Jones","Janet Heppner-Jones","Chief Revenue Officer (CRO)","One Concern","oneconcern.com","https://www.linkedin.com/in/janetheppnerjones","","CXO","blitz"
"E.Y.","Snowden","E.Y. Snowden","Co-Founder","One Door","onedoor.com","https://www.linkedin.com/in/eysnowden","","CXO","blitz"
"Eli","Wachs 👣","Eli Wachs 👣","Co-Founder + CEO","Footprint","onefootprint.com","https://www.linkedin.com/in/eliwachs","","CXO","blitz"
"Nelly","Rinot","Nelly Rinot","Co-Founder and VP Marketing","OneGTM","onegtm.ai","https://www.linkedin.com/in/nellyrinot","","CXO","blitz"
"Rami","Rinot","Rami Rinot","Co-Founder, VP Business Development","OneGTM","onegtm.ai","https://www.linkedin.com/in/ramirinot","","CXO","blitz"
"Merritt","Dake","Merritt Dake","CEO/Founder","OneHealth Companies","onehealthcompanies.com","https://www.linkedin.com/in/merritt-dake","","CXO","blitz"
"Vinoth","Chandar","Vinoth Chandar","Founder & CEO","Onehouse","onehouse.ai","https://www.linkedin.com/in/vinothchandar","","CXO","blitz"
"Abhishek","Gupta","Abhishek Gupta","Founder & CEO","OneInbox.ai (Techstars '25)","oneinbox.ai","https://www.linkedin.com/in/abhishekguptaofficial","","CXO","blitz"
"Mark","Angelo","Mark Angelo","CEO","OneIQ","oneiq.com","https://www.linkedin.com/in/mark-angelo-ceo","","CXO","blitz"
"Sajad","Khan","Sajad Khan","Founder","Onekode","onekode.co","https://www.linkedin.com/in/sajadkhan","","CXO","blitz"
"Sefton","Monk","Sefton Monk","Founder","My Kind of Cruise","onelink.me","https://www.linkedin.com/in/seftonmonk","","CXO","blitz"
"Richard","Saccone","Richard Saccone","Co-Founder & Director","ShowingNow","onelink.to","https://www.linkedin.com/in/richard-saccone-49511218","","CXO","blitz"
"Pat","Darché","Pat Darché","Co-Founder & Chief Operating Officer","One of None","oneofnone.io","https://www.linkedin.com/in/pat-darche","","CXO","blitz"
"Abhinand","Chincholi","Abhinand Chincholi","President & CEO","OneOrigin","oneorigin.us","https://www.linkedin.com/in/abhinand-chincholi","","CXO","blitz"
"John","Sharpe","John Sharpe","Chief Revenue Officer","Onepak, Inc","onepak.com","https://www.linkedin.com/in/johnrsharpejr","","CXO","blitz"
"Rajiv","Saxena","Rajiv Saxena","Founder & CEO","OnePgr","onepgr.com","https://www.linkedin.com/in/saxenarajiv","","CXO","blitz"
"William","Wagner","William Wagner","VP of Marketing","OnePlan","oneplan.ai","https://www.linkedin.com/in/williamfwagner","","VP","blitz"
"Robb","W.","Robb W.","CEO + Co-Founder","OneReach.ai","onereach.ai","https://www.linkedin.com/in/invisiblemachines","","CXO","blitz"
"Joseph","O'Neill","Joseph O'Neill","VP of Marketing","OneReach.ai","onereach.ai","https://www.linkedin.com/in/josephpatrickoneill","","VP","blitz"
"Gary","Richards","Gary Richards","Founder","OneRoom","oneroomstreaming.com","https://www.linkedin.com/in/gary-richards","","CXO","blitz"
"Andrew","Luo","Andrew Luo","Co-Founder & CEO","OneSchema","oneschema.co","https://www.linkedin.com/in/andrewjluo","","CXO","blitz"
"Eric","Chang","Eric Chang","Head of Growth","OneSchema","oneschema.co","https://www.linkedin.com/in/ericwchang","","Director","blitz"
"George","Deglin","George Deglin","Co-founder & CEO","OneSignal","onesignal.com","https://www.linkedin.com/in/gdeglin","","CXO","blitz"
"Eric","Mayefsky","Eric Mayefsky","Co-Founder","Switchboard","oneswitchboard.com","https://www.linkedin.com/in/ericmayefsky","","CXO","blitz"
"Jonathan","Fudem","Jonathan Fudem","Founder and CEO","OneText","onetext.com","https://www.linkedin.com/in/jonathanfudem","","CXO","blitz"
"Burt","Lancaster","Burt Lancaster","Founder/CEO","One to One Plus","onetooneplus.com","https://www.linkedin.com/in/burt-lancaster-578b2021","","CXO","blitz"
"Greg","McClelland","Greg McClelland","Co-Founder","Onetrace","onetrace.com","https://www.linkedin.com/in/greg-mcclelland-9a1185198","","CXO","blitz"
"💙 Derry","Holt","💙 Derry Holt","Founder & CEO","OneUp Sales","oneupsales.com","https://www.linkedin.com/in/derryholt","","CXO","blitz"
"Chris","Aitken","Chris Aitken","Chief Revenue Officer","OneUp Sales","oneupsales.com","https://www.linkedin.com/in/chris-aitken-581580119","","CXO","blitz"
"Remington","Rawlings","Remington Rawlings","Founder","OneView","oneviewhq.com","https://www.linkedin.com/in/remingtonrawlings","","CXO","blitz"
"Bradley","Velotta","Bradley Velotta","President & CEO","OneVizion","onevizion.com","https://www.linkedin.com/in/bradleyvelotta423","","CXO","blitz"
"Gear","Fisher","Gear Fisher","Co-Founder","Onform","onform.com","https://www.linkedin.com/in/gearfisher","","CXO","blitz"
"Krishna","Ramachandran","Krishna Ramachandran","Co-Founder","Onform","onform.com","https://www.linkedin.com/in/krishnaramchandran","","CXO","blitz"
"Gustavo","Estrada","Gustavo Estrada","CEO & Chief Architect","ONIBEX","onibex.com","https://www.linkedin.com/in/gestradac","","CXO","blitz"
"Mark","Timm","Mark Timm","Chief Revenue Officer (CRO)","ONIBEX","onibex.com","https://www.linkedin.com/in/marktimm","","CXO","blitz"
"Anne","Lewallen","Anne Lewallen","Co-Founder","OnLoop","onloop.com","https://www.linkedin.com/in/anne-lewallen-04b675b","","CXO","blitz"
"Pavlo","Kharmanskyi","Pavlo Kharmanskyi","Co-Founder","OnlyMonster","onlymonster.ai","https://www.linkedin.com/in/kharmanskyi","","CXO","blitz"
"Pierre","Metrailler","Pierre Metrailler","CEO","Onomi","onomi.io","https://www.linkedin.com/in/pierremetrailler","","CXO","blitz"
"Cyril","Mecwan","Cyril Mecwan","CEO and Co-Founder","OnRule","onrule.com","https://www.linkedin.com/in/cmecwan","","CXO","blitz"
"Marc","Rouhana","Marc Rouhana","Co-Founder and CEO","OnScreen","onscreen.us","https://www.linkedin.com/in/marc-rouhana-onscreen","","CXO","blitz"
"John","McEleney","John McEleney","Co-Founder and Former CEO","Onshape by PTC","onshape.com","https://www.linkedin.com/in/johnmceleney","","CXO","blitz"
"Joe","Sandin","Joe Sandin","President & Founder","Onsharp","onsharp.com","https://www.linkedin.com/in/joesandin","","CXO","blitz"
"Dominic","Vitucci","Dominic Vitucci","Founder and CEO","Onshore","onshore.com","https://www.linkedin.com/in/dominic-vitucci","","CXO","blitz"
"Lon","O'Connor","Lon O'Connor","Chief Revenue Officer","Onshore","onshore.com","https://www.linkedin.com/in/lon-o-connor-0113816","","CXO","blitz"
"Chad","K.","Chad K.","Founder | CEO","Onspring","onspring.com","https://www.linkedin.com/in/kreimendahl","","CXO","blitz"
"Chris","Pantaenius","Chris Pantaenius","Founder / CEO","Onspring","onspring.com","https://www.linkedin.com/in/pantaenius","","CXO","blitz"
"Beth","Strobel","Beth Strobel","Chief Revenue Officer","Onspring","onspring.com","https://www.linkedin.com/in/bethastrobel","","CXO","blitz"
"Steve","Higgon","Steve Higgon","CEO","TAAP | Think | Build | Run","ontaap.com","https://www.linkedin.com/in/stevehiggon","","CXO","blitz"
"Ryan","Bush","Ryan Bush","CEO","On The Stage","onthestage.com","https://www.linkedin.com/in/bushryan","","CXO","blitz"
"Thomas","Kopecky","Thomas Kopecky","Co-Founder & CEO","Centerseat.ai","ontic.ai","https://www.linkedin.com/in/ontic","","CXO","blitz"
"Lukas","Quanstrom","Lukas Quanstrom","CEO & Co-Founder","Ontic","ontic.co","https://www.linkedin.com/in/lukasquanstrom","","CXO","blitz"
"Zach","H.","Zach H.","Co-Founder & CEO","Onton","onton.com","https://www.linkedin.com/in/hudsonzp","","CXO","blitz"
"Brian","S.","Brian S.","Chief Revenue Officer","Onvi","onvi.com","https://www.linkedin.com/in/brian-s-ab210513a","","CXO","blitz"
