company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
Accurate Personnel,https://www.accurateusa.com,https://www.linkedin.com/company/accurate-personnel-llc,Schaumburg,US,569,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Ace Technologies,https://acetechnologies.com,https://www.linkedin.com/company/acetechnologies,San Jose,US,296,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Acro Service Corp,https://www.acrocorp.com,https://www.linkedin.com/company/acro-service-corp,Livonia,US,640,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Action Labor and Staffing Connection,https://www.actionlabor.com,https://www.linkedin.com/company/action-labor-and-staffing-connection,West Palm Beach,US,257,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Actuarial Careers, Inc",https://www.actuarialcareers.com,https://www.linkedin.com/company/actuarial-careers-inc-,Boca Raton,US,17,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Adams, Inc.",https://www.adams-inc.com,https://www.linkedin.com/company/adams-inc,Omaha,US,16,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Advanced Care Placement Services,https://www.advanced-care.us,https://www.linkedin.com/company/advanced-care-placement-services,Fort Lee,US,46,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Advanced Medical Resources,https://www.advmr.net,https://www.linkedin.com/company/advanced-medical-resources,Plainville,US,29,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Advanced Recruiting Partners,https://www.advancedrecruitingpartners.com,https://www.linkedin.com/company/advanced-recruiting-partners,Raleigh,US,38,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Aegis Worldwide,https://www.teamaegis.com,https://www.linkedin.com/company/aegis-worldwide,Carmel,US,139,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Ahead Human Resources,https://www.aheadhr.com,https://www.linkedin.com/company/ahead-human-resources,Louisville,US,35,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Aires,https://www.aires.com,https://www.linkedin.com/company/aires,Pittsburgh,US,1141,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Alkar Human Resources,https://www.1alkar.com,https://www.linkedin.com/company/alkar-human-resources,Napa,US,85,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
All Star Consulting,https://ww.all-stars.com,https://www.linkedin.com/company/all-star-consulting,San Francisco,US,63,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"All Things Hr, Llc",https://www.allthings-hr.com,https://www.linkedin.com/company/all-things-hr-llc,Lynnwood,US,22,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Allegis Global Solutions,https://www.allegisglobalsolutions.com,https://www.linkedin.com/company/allegis-global-solutions,Hanover,US,3037,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Allied Personnel Services,https://www.alliedps.com,https://www.linkedin.com/company/allied-personnel-services,Allentown,US,83,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
ALOIS Healthcare,https://www.aloishealthcare.com,https://www.linkedin.com/company/aloishealthcare,San Francisco,US,85,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Alpha Medical Group,https://www.alphamg.org,https://www.linkedin.com/company/alpha-medical-group,Monroe,US,53,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Alpha Consulting Corp.,https://www.alphaconsulting.com,https://www.linkedin.com/company/alphaconsultingcorp,East Brunswick,US,161,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Alta It Services, Llc",https://www.altaits.com,https://www.linkedin.com/company/altaitservices,Rockville,US,169,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Altitude Staffing,https://www.altitudestaffing.com,https://www.linkedin.com/company/altitude-staffing,Berkeley Heights,US,14,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Amberjack Global,https://www.weareamberjack.com,https://www.linkedin.com/company/amberjack-global,West Newbury,GB,127,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Anders Group, LLC",https://www.andersgroup.org,https://www.linkedin.com/company/anders-group-llc,Irving,US,166,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
ANDERS CONSULTING & Cie. GmbH,https://andersconsulting.com,https://www.linkedin.com/company/andersconsulting,Munchen,DE,53,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Anderson & Associates, Inc",https://www.andersonexecsearch.com,https://www.linkedin.com/company/anderson-&-associates-inc.,Charlotte,US,18,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Anew Recruit,https://anewrecruit.com,https://www.linkedin.com/company/anew-recruit,Chicago,US,39,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Anistar Technologies,https://www.anistar.com,https://www.linkedin.com/company/anistar-technologies,Tampa,US,281,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Apn Staffing & Employment Solutions,https://apnusa.com,https://www.linkedin.com/company/apn-staffing-&-employment-solutions-llc,Phoenix,US,61,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Arch Hospitality Staffing,https://www.archstaffinggroup.com,https://www.linkedin.com/company/arch-hospitality-staffing,Dallas,US,82,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Ardor Health Solutions,https://www.ardorhealth.com,https://www.linkedin.com/company/ardor-health-solutions,Tampa,US,225,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Arrow Strategies,https://www.arrowstrategies.com,https://www.linkedin.com/company/arrow-strategies,Royal Oak,US,188,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Asa Healthcare Solutions,https://www.asahealthcaresolutions.org,https://www.linkedin.com/company/asa-healthcare-solutions,Albany,US,33,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Asc Connections,https://www.asc-connections.com,https://www.linkedin.com/company/asc-connections,Birmingham,GB,49,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Ascend Talent Solutions,https://www.ascendtalent.io,https://www.linkedin.com/company/ascend-talent-solutions,San Francisco,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Ascendo Resources,https://www.ascendo.com,https://www.linkedin.com/company/ascendoresources,Coral Gables,US,317,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Ascension Global Staffing And Executive Search,https://ascensionsearch.com,https://www.linkedin.com/company/ascension-global-staffing-and-executive-search,Miami,US,22,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Aspen Worldwide,https://aspen-worldwide.com,https://www.linkedin.com/company/aspen-worldwide,Marlow,GB,15,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Executive Search Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
APSCo,https://uk.apsco.org,https://www.linkedin.com/company/association-of-professional-staffing-companies---apsco,London,GB,85,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Astron Solutions, Llc",https://astronsolutions.com/index.asp,https://www.linkedin.com/company/astron-solutions-llc,New York,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Atlas Healthcare, Llc",https://www.atlashealthcare.com,https://www.linkedin.com/company/atlas-healthcare-llc,Birmingham,US,23,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Avanoo,https://www.avanoo.com,https://www.linkedin.com/company/avanoo,Boulder,US,13,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Avres,https://www.avres.nl,https://www.linkedin.com/company/avres,Gorinchem,NL,225,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Bacon Work,https://www.baconwork.com,https://www.linkedin.com/company/bacon-inc,Provo,US,127,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Banner Personnel Service, Inc",https://www.bannerpersonnel.com,https://www.linkedin.com/company/banner-personnel,Naperville,US,74,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Barclay Simpson,https://www.barclaysimpson.com,https://www.linkedin.com/company/barclay-simpson,London,GB,51,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
"Bas Healthcare, Inc",https://www.bashealthcare.com,https://www.linkedin.com/company/bas-healthcare-inc,Chantilly,US,34,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Bemore Staffing,https://www.bemorestaffing.com,https://www.linkedin.com/company/bemore-staffing,Glen Burnie,US,35,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Bergen County Job Center,https://bergenjobcenter.com,https://www.linkedin.com/company/bergenjobcenter,Hackensack,US,11,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Bestica Inc.,https://www.bestica.com,https://www.linkedin.com/company/bestica-inc-,San Antonio,US,151,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Biddle Consulting Group,https://biddle.com,https://www.linkedin.com/company/biddle-consulting-group,Folsom,US,43,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Biotech Partners,https://www.biotechexecutivesearch.com,https://www.linkedin.com/company/biotechstaffing,Boston,US,12,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Bmsl Group,https://www.bmsgroupltd.co.uk,https://www.linkedin.com/company/bmsl-group,London,GB,200,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
BOEG,https://www.boeg.nl,https://www.linkedin.com/company/boeg-werkt,Rotterdam,NL,45,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Boly:Welch,https://bolywelch.com,https://www.linkedin.com/company/bolywelch,Portland,US,98,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Boundless Immigration,https://www.boundless.com,https://www.linkedin.com/company/boundless-immigration,Seattle,US,291,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
BrainWorks,https://www.brainworksinc.com,https://www.linkedin.com/company/brainworks,New York,US,141,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Brickhouse Resources,https://www.brickhouseresources.com,https://www.linkedin.com/company/brick-house-specialty-resources,Alpharetta,US,60,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Bridgegate Executive Search,https://www.bridgegate.com,https://www.linkedin.com/company/bridgegate,Irvine,US,20,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Brightdime,https://www.brightdime.com,https://www.linkedin.com/company/brightdime,Charlotte,US,10,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Brook Street,https://www.brookstreet.co.uk,https://www.linkedin.com/company/brook-street-bureau-plc,Uxbridge,GB,1436,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
BTI Solutions,https://www.btisolutions.com,https://www.linkedin.com/company/btisolutions,Richardson,US,209,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
BTR International,https://www.btrinternational.com,https://www.linkedin.com/company/btr-international,Luton,GB,59,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Human Resources Services,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
C3 Workforce Inc.,https://www.c3workforce.com,https://www.linkedin.com/company/c3-workforce-inc-,Livonia,US,32,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Calibre One,https://www.calibreone.com,https://www.linkedin.com/company/calibreone,London,GB,73,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
Cannabizteam - Executive Search And Staffing,https://www.cannabizteam.com,https://www.linkedin.com/company/cannabizteam,Cardiff-By-The-Sea,US,53,">=$1,000,000 (revenue.min filter, exact value not returned by Blitz company-search)",Staffing and Recruiting,,yes,"Sourced via Clay find-and-enrich-contacts-at-company (second source, independent of Blitz -- used after a confirmed Blitz company-resolution bug); company record cross-referenced from the pre-bug Company Search universe"
